seed,mode,N,Nb,Nh,coarse_grain_enabled,lnz,lnz_err,riae_matrix,coverage,runtime,ess_median,ciw_psd_diag_mean,ciw_psd_diag_median,ciw_psd_diag_max,ciw_psd_offdiag_mean,ciw_psd_offdiag_median,ciw_psd_offdiag_max,ciw_coh_offdiag_mean,ciw_coh_offdiag_median,ciw_coh_offdiag_max
0,large,16384,4,4,True,-31981.66430074184,0.3491262422991529,0.13324520476410237,0.5889756944444444,2.939298152923584,18977.625,0.06860636194787063,0.04698940887813391,0.8965346224589741,0.05224227958865071,0.03673437618400403,0.702473220144999,0.03770608303421833,0.03562998026609421,0.15398113429546356
