seed,mode,N,Nb,Nh,coarse_grain_enabled,lnz,lnz_err,riae_matrix,coverage,runtime,ess_median,ciw_psd_diag_mean,ciw_psd_diag_median,ciw_psd_diag_max,ciw_psd_offdiag_mean,ciw_psd_offdiag_median,ciw_psd_offdiag_max,ciw_coh_offdiag_mean,ciw_coh_offdiag_median,ciw_coh_offdiag_max
0,large,16384,4,OFF,False,-31977.97721160286,0.2812038828411729,0.13194470488263793,0.6035698784722222,3.5849411487579346,17282.575,0.06725568140055943,0.04394146809055244,0.7740573014159438,0.054020616623224445,0.04137067311363514,0.758852241463345,0.037804671767735464,0.03507588803768158,0.15923435986042023
